age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
45,678,19,1584,32,blue-collar,married,secondary,no,yes,no,unknown,oct,1
33,-269,4,1314,23,housemaid,single,secondary,no,no,no,cellular,aug,1
30,2470,27,538,18,entrepreneur,,secondary,no,yes,no,unknown,may,1
47,2580,13,211,6,blue-collar,married,tertiary,no,no,no,cellular,,1
41,4771,31,272,8,entrepreneur,married,secondary,no,yes,no,cellular,may,1
31,1054,12,1397,63,admin,single,secondary,no,no,no,cellular,,1
46,2667,11,801,36,entrepreneur,,primary,no,yes,no,cellular,may,1
40,575,6,964,12,blue-collar,divorced,tertiary,no,no,no,unknown,,1
42,7712,4,492,9,blue-collar,married,secondary,no,no,no,cellular,jun,1
35,2204,26,1425,55,blue-collar,single,secondary,no,yes,no,cellular,may,1
40,4583,21,293,39,entrepreneur,married,secondary,no,yes,no,cellular,,1
33,6212,12,536,50,blue-collar,married,secondary,no,yes,no,cellular,,1
42,-738,10,608,4,blue-collar,married,,no,no,no,cellular,apr,1
32,1295,7,868,43,blue-collar,married,secondary,no,yes,no,cellular,apr,1
55,2041,1,1917,13,blue-collar,divorced,secondary,no,no,no,cellular,,1
24,4325,11,122,50,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
44,3975,14,600,31,housemaid,married,tertiary,no,no,no,cellular,,1
38,2475,1,1486,46,entrepreneur,married,tertiary,no,no,no,cellular,,1
52,2479,16,808,31,management,married,tertiary,no,no,no,cellular,,1
31,1956,24,1171,24,blue-collar,married,secondary,no,yes,no,unknown,may,1
35,5445,15,1391,6,entrepreneur,single,secondary,no,yes,no,cellular,,1
25,3355,8,1391,23,entrepreneur,single,secondary,no,no,yes,cellular,jul,1
30,6158,10,186,12,blue-collar,single,,no,no,no,cellular,apr,1
30,1537,25,238,16,,single,tertiary,no,no,no,cellular,feb,1
30,822,7,1973,23,housemaid,single,tertiary,no,yes,no,cellular,,1
51,3487,11,203,36,retired,married,,no,no,no,cellular,apr,1
35,6497,30,572,29,blue-collar,married,secondary,no,yes,no,cellular,,1
41,14692,21,431,25,entrepreneur,,primary,no,yes,no,cellular,jul,1
32,8844,29,752,30,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
38,-513,7,502,33,housemaid,married,tertiary,no,yes,no,,may,1
27,2985,31,977,8,entrepreneur,,secondary,no,yes,no,unknown,jun,1
47,3603,6,4918,38,blue-collar,married,,no,yes,no,cellular,,1
35,1897,15,478,13,blue-collar,single,,no,yes,no,cellular,may,1
35,1336,27,188,34,admin,,tertiary,no,no,no,cellular,apr,1
35,8605,21,804,23,blue-collar,divorced,tertiary,no,no,no,cellular,,1
60,18,13,743,63,blue-collar,married,tertiary,no,no,no,cellular,,1
55,1134,12,937,6,retired,married,primary,no,no,no,cellular,aug,1
41,-880,29,244,46,entrepreneur,single,,no,no,no,cellular,nov,1
41,9767,12,1357,23,housemaid,single,,no,no,no,cellular,jul,1
33,6384,4,74,19,entrepreneur,,secondary,no,no,no,cellular,jul,1
42,7449,29,362,10,blue-collar,divorced,,no,yes,no,unknown,may,1
41,898,1,1036,12,blue-collar,single,,no,no,no,unknown,jun,1
26,3549,16,457,27,housemaid,single,secondary,no,yes,no,cellular,may,1
39,581,9,582,29,retired,single,secondary,no,yes,no,cellular,,1
29,1852,2,1341,13,entrepreneur,,,no,yes,yes,cellular,jul,1
40,2647,24,1226,55,entrepreneur,married,secondary,no,yes,no,unknown,jun,1
33,2072,25,542,21,housemaid,,secondary,no,no,no,cellular,,1
30,10133,23,281,3,blue-collar,single,tertiary,no,no,no,cellular,apr,1
45,1562,30,9,25,retired,married,secondary,no,no,no,,,1
43,6388,12,97,50,entrepreneur,,unknown,no,no,no,unknown,may,1
32,2551,16,1492,37,entrepreneur,single,secondary,no,yes,no,unknown,may,1
51,6091,21,1011,29,blue-collar,married,primary,no,no,no,cellular,,1
32,-577,22,1916,55,blue-collar,married,secondary,no,yes,no,,may,1
26,9077,25,1916,21,blue-collar,single,secondary,no,no,no,cellular,apr,1
36,489,24,1193,46,blue-collar,married,secondary,no,no,no,unknown,jun,1
49,-39,2,409,38,blue-collar,married,tertiary,no,no,no,cellular,,1
41,1611,31,1191,63,entrepreneur,married,secondary,no,yes,no,unknown,may,1
25,1473,11,216,31,entrepreneur,single,,no,no,no,cellular,may,1
32,1688,15,804,2,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
26,3674,8,447,4,blue-collar,single,secondary,no,no,yes,cellular,jul,1
36,1646,27,130,29,blue-collar,married,tertiary,no,no,no,unknown,jun,1
41,3869,27,1467,38,blue-collar,divorced,,no,yes,no,cellular,jul,1
48,814,20,743,43,housemaid,married,secondary,no,yes,no,cellular,jul,1
42,402,11,935,36,blue-collar,,,no,yes,no,cellular,jul,1
61,1976,20,1296,2,blue-collar,married,,no,no,no,cellular,feb,1
38,-226,5,1713,34,retired,,secondary,no,yes,no,cellular,feb,1
36,5830,16,1721,13,blue-collar,single,secondary,no,yes,no,cellular,may,1
34,-835,7,591,28,blue-collar,married,tertiary,no,no,no,cellular,,1
46,18777,21,1966,33,blue-collar,divorced,primary,no,yes,no,,,1
32,912,30,247,27,entrepreneur,divorced,tertiary,no,yes,no,cellular,,1
59,3382,24,169,5,retired,,secondary,no,yes,no,unknown,may,1
49,64,9,171,11,entrepreneur,married,tertiary,no,no,no,cellular,,1
35,4434,9,1461,58,blue-collar,,,no,no,yes,cellular,jul,1
31,6943,30,1536,20,blue-collar,single,secondary,no,yes,no,cellular,may,1
38,-697,5,503,10,entrepreneur,married,tertiary,no,no,no,cellular,feb,1
37,4385,12,841,4,blue-collar,married,tertiary,no,yes,no,cellular,,1
42,17609,23,1138,3,housemaid,married,tertiary,no,no,no,,,1
53,6491,7,240,44,entrepreneur,married,secondary,no,no,no,cellular,,1
40,4239,5,750,50,retired,divorced,tertiary,no,no,no,unknown,,1
45,786,11,384,33,blue-collar,married,tertiary,no,no,no,cellular,apr,1
36,391,16,503,16,housemaid,married,secondary,no,yes,no,,jun,1
54,584,31,372,21,entrepreneur,,tertiary,no,no,no,unknown,may,1
56,-687,21,1735,32,blue-collar,married,,no,no,yes,unknown,jun,1
27,9019,11,61,12,blue-collar,single,tertiary,no,no,no,cellular,apr,1
36,-1027,30,667,46,blue-collar,married,primary,no,yes,no,cellular,may,1
45,3003,31,167,31,,married,secondary,no,yes,no,unknown,,1
25,2668,17,18,30,blue-collar,single,secondary,no,yes,no,cellular,may,1
43,1163,22,77,4,housemaid,,secondary,no,no,no,telephone,,1
31,6368,16,564,20,blue-collar,,tertiary,no,no,no,cellular,feb,1
46,9609,20,113,3,entrepreneur,married,secondary,no,no,no,cellular,,1
33,3590,22,943,10,blue-collar,married,tertiary,no,no,no,cellular,,1
33,-18,30,972,50,blue-collar,married,secondary,no,yes,no,cellular,jul,1
32,-971,26,758,58,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
32,1759,19,705,43,entrepreneur,single,tertiary,no,no,no,,may,1
27,1022,18,605,28,housemaid,single,secondary,no,no,no,cellular,may,1
31,1374,31,282,44,retired,married,tertiary,no,no,no,cellular,aug,1
44,3289,25,869,26,blue-collar,,secondary,no,no,no,cellular,apr,1
28,201,17,1816,17,blue-collar,single,secondary,no,yes,no,cellular,may,1
56,4016,1,108,29,blue-collar,married,secondary,no,yes,no,cellular,,1
58,5427,24,1558,28,blue-collar,,tertiary,no,no,no,cellular,,1
34,2922,10,1508,63,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
42,144,14,1332,63,admin,single,secondary,no,yes,no,,,1
58,636,26,867,9,entrepreneur,married,tertiary,no,no,no,cellular,,1
34,1680,11,1867,2,blue-collar,married,tertiary,no,yes,no,cellular,may,1
29,4969,24,918,12,blue-collar,divorced,secondary,no,yes,no,cellular,apr,1
38,1781,30,1258,14,housemaid,single,tertiary,no,yes,no,cellular,may,1
57,1354,30,1323,5,services,married,primary,no,yes,no,cellular,,1
51,5828,21,1109,27,blue-collar,married,tertiary,no,no,no,cellular,,1
42,52499,28,730,7,admin,divorced,secondary,no,yes,no,,may,1
26,2042,3,544,12,blue-collar,single,,no,no,no,cellular,jun,1
33,272,3,1531,13,entrepreneur,single,,no,no,no,cellular,,1
40,404,31,116,6,housemaid,single,secondary,no,yes,no,cellular,,1
49,1105,14,1691,41,entrepreneur,,secondary,no,no,no,,jun,1
30,12848,22,759,27,housemaid,,secondary,no,no,no,cellular,apr,1
41,456,14,55,46,entrepreneur,divorced,,no,yes,no,cellular,,1
46,2316,9,601,10,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
58,557,20,2219,13,blue-collar,married,secondary,no,yes,yes,,may,1
28,2582,10,1812,25,blue-collar,single,primary,no,no,no,cellular,may,1
33,973,27,1201,39,management,single,tertiary,no,yes,no,cellular,,1
21,-1196,20,365,63,entrepreneur,single,,no,no,no,cellular,,1
33,10,21,1064,6,housemaid,married,secondary,no,yes,no,cellular,jul,1
79,1887,30,140,41,housemaid,,,no,no,no,,,1
46,-303,6,494,9,entrepreneur,married,secondary,no,no,no,cellular,aug,1
29,-181,21,707,23,blue-collar,single,secondary,no,yes,no,cellular,apr,1
36,34230,8,1070,27,blue-collar,single,tertiary,no,no,no,cellular,,1
30,-202,20,252,35,entrepreneur,single,secondary,no,no,no,cellular,jul,1
48,5705,31,1622,18,blue-collar,married,secondary,no,no,yes,cellular,,1
34,2222,23,225,58,blue-collar,single,secondary,no,no,no,cellular,,1
24,11839,29,4918,46,blue-collar,single,,no,no,no,cellular,apr,1
31,8402,15,837,23,blue-collar,single,,no,yes,no,cellular,apr,1
72,4850,14,906,19,blue-collar,married,,no,no,no,cellular,apr,1
35,3750,5,792,46,blue-collar,,tertiary,no,yes,no,unknown,may,1
42,2402,22,1313,16,entrepreneur,married,tertiary,no,no,no,,,1
37,18722,27,152,24,blue-collar,divorced,tertiary,no,no,no,cellular,,1
36,1226,18,550,34,entrepreneur,single,secondary,no,yes,no,cellular,may,1
43,764,9,3183,30,blue-collar,married,tertiary,no,no,no,cellular,,1
45,5127,10,665,28,housemaid,married,secondary,no,no,no,,jun,1
61,5442,16,855,31,entrepreneur,married,tertiary,no,no,no,cellular,,1
48,1828,29,1917,36,entrepreneur,,,no,yes,no,unknown,may,1
35,573,29,230,58,blue-collar,single,tertiary,no,no,no,cellular,,1
53,2021,10,262,1,blue-collar,married,,no,no,no,unknown,jun,1
29,10621,14,1559,9,entrepreneur,single,unknown,no,no,no,cellular,,1
34,1160,16,410,13,blue-collar,married,primary,no,no,no,cellular,nov,1
27,780,13,617,11,blue-collar,single,secondary,no,no,no,cellular,apr,1
41,2243,14,285,20,blue-collar,,,yes,no,yes,cellular,jul,1
27,137,19,805,50,entrepreneur,married,secondary,no,yes,no,cellular,jul,1
25,665,14,586,7,admin,,secondary,no,no,no,cellular,apr,1
31,9269,21,610,34,management,single,tertiary,no,yes,no,,may,1
28,12132,15,182,19,housemaid,single,,no,yes,no,cellular,may,1
35,-681,8,596,44,blue-collar,married,secondary,no,no,no,cellular,jul,1
39,16489,13,854,14,blue-collar,married,,no,no,no,cellular,feb,1
50,180,27,952,38,blue-collar,married,primary,no,yes,no,cellular,may,1
34,41923,23,389,23,blue-collar,married,,no,yes,yes,unknown,may,1
56,811,30,1167,55,blue-collar,divorced,primary,no,no,yes,cellular,,1
36,6492,6,1053,37,management,married,tertiary,no,yes,no,,,1
33,1613,29,3422,31,blue-collar,married,secondary,no,no,no,cellular,,1
49,3516,14,3253,8,blue-collar,married,tertiary,no,no,no,cellular,nov,1
26,-896,21,571,13,blue-collar,single,tertiary,no,no,no,cellular,apr,1
49,53,13,672,18,housemaid,,tertiary,no,no,no,cellular,mar,1
33,902,29,58,29,retired,married,secondary,no,no,no,cellular,may,1
27,-261,9,168,50,blue-collar,single,primary,no,no,no,cellular,,1
35,-588,25,625,44,admin,,tertiary,no,no,no,cellular,apr,1
38,-703,17,617,25,blue-collar,married,secondary,no,yes,no,cellular,may,1
31,-2049,24,675,6,retired,married,secondary,no,yes,yes,cellular,,1
71,4080,12,271,20,blue-collar,married,primary,no,no,no,,,1
38,7192,24,438,10,housemaid,married,tertiary,no,no,no,cellular,,1
37,3398,7,1464,27,blue-collar,single,secondary,no,no,no,cellular,aug,1
57,-97,18,270,13,entrepreneur,married,unknown,no,no,no,,,1
38,7695,17,14,22,blue-collar,married,tertiary,no,yes,no,cellular,,1
43,2125,17,92,35,entrepreneur,single,primary,no,no,no,cellular,jul,1
29,12539,11,529,12,blue-collar,,tertiary,no,yes,no,cellular,may,1
35,13094,4,1271,46,blue-collar,divorced,,no,yes,no,cellular,may,1
33,-804,29,4918,12,retired,single,tertiary,no,no,no,cellular,apr,1
58,9997,7,183,22,blue-collar,married,primary,no,no,no,cellular,,1
34,3941,27,404,63,entrepreneur,single,secondary,no,no,yes,cellular,,1
28,4461,18,528,37,blue-collar,married,secondary,no,yes,yes,cellular,may,1
58,1911,29,1134,39,entrepreneur,divorced,tertiary,no,no,no,cellular,,1
30,4655,25,1150,4,blue-collar,single,tertiary,no,no,no,cellular,,1
28,7424,10,336,26,blue-collar,single,tertiary,no,yes,no,cellular,jul,1
53,1585,6,27,31,technician,married,secondary,no,yes,no,,,1
37,6086,19,658,18,,single,tertiary,no,no,no,unknown,jun,1
32,1924,30,592,29,entrepreneur,single,tertiary,no,yes,yes,cellular,may,1
34,6220,21,261,28,retired,married,tertiary,no,yes,no,unknown,,1
30,604,8,1503,6,,single,tertiary,no,no,no,cellular,aug,1
41,3694,21,885,20,blue-collar,married,secondary,no,yes,no,unknown,may,1
55,-359,24,582,32,blue-collar,divorced,secondary,no,no,no,cellular,,1
21,1249,30,1191,3,blue-collar,,,no,no,no,cellular,may,1
36,6486,8,1125,1,blue-collar,married,secondary,no,no,no,cellular,apr,1
26,3845,16,1180,8,blue-collar,single,secondary,no,no,no,cellular,apr,1
41,2162,14,1346,22,blue-collar,married,,no,no,no,unknown,jun,1
33,2104,6,1245,46,entrepreneur,single,,no,yes,no,cellular,may,1
25,3727,9,66,44,blue-collar,single,,no,yes,no,unknown,jun,1
50,6781,13,1022,34,blue-collar,,tertiary,no,no,no,,,1
61,-1202,28,86,63,blue-collar,married,,no,no,no,cellular,,1
51,3238,26,89,3,blue-collar,married,tertiary,no,no,no,cellular,,1
28,-846,3,850,58,retired,single,tertiary,no,no,no,cellular,apr,1
54,1213,14,366,23,retired,divorced,secondary,no,yes,no,cellular,,1
34,11757,6,7,12,entrepreneur,married,tertiary,no,yes,no,cellular,,1
33,-269,7,998,39,housemaid,married,secondary,no,yes,no,cellular,may,1
41,-150,30,1419,18,,single,secondary,no,no,no,cellular,,1
73,1128,22,3025,44,blue-collar,married,,no,no,no,cellular,,1
49,3381,12,289,1,entrepreneur,married,,no,yes,no,cellular,jul,1
35,4837,25,608,23,blue-collar,single,tertiary,no,yes,no,cellular,may,1
29,12848,17,959,58,blue-collar,married,secondary,no,yes,no,cellular,may,1
35,3777,21,1571,41,entrepreneur,single,,no,yes,no,cellular,may,1
19,2405,26,1333,11,blue-collar,single,,no,no,no,cellular,,1
37,3204,25,303,15,,single,tertiary,no,no,no,unknown,jun,1
37,1689,27,375,19,blue-collar,married,secondary,no,yes,no,cellular,feb,1
37,1180,21,323,13,housemaid,single,tertiary,no,yes,no,cellular,,1
31,2008,8,1410,36,blue-collar,single,secondary,no,no,no,cellular,apr,1
50,4458,20,117,26,admin,single,secondary,no,no,no,cellular,,1
26,6529,25,1381,8,retired,,secondary,no,yes,no,cellular,may,1
46,-19,14,78,34,entrepreneur,married,secondary,no,no,no,cellular,nov,1
55,4527,3,205,23,entrepreneur,married,,no,no,no,cellular,aug,1
38,8826,15,467,23,,married,tertiary,no,yes,no,cellular,,1
53,2007,13,920,23,blue-collar,married,secondary,no,no,no,cellular,aug,1
21,-155,10,390,27,blue-collar,married,,no,yes,no,cellular,may,1
57,7089,7,967,1,entrepreneur,married,primary,no,yes,no,cellular,,1
54,2810,26,2330,1,housemaid,married,,no,no,yes,cellular,,1
32,3075,9,567,22,blue-collar,married,secondary,no,yes,no,unknown,may,1
26,1449,6,131,17,entrepreneur,,secondary,no,yes,no,unknown,may,1
52,2421,7,351,6,blue-collar,married,tertiary,no,no,no,cellular,aug,1
24,3728,19,375,46,blue-collar,married,,no,yes,no,unknown,may,1
46,18722,26,556,50,blue-collar,divorced,,no,no,no,cellular,aug,1
42,12917,18,379,10,blue-collar,divorced,secondary,no,yes,no,cellular,,1
53,2783,5,395,25,entrepreneur,married,tertiary,no,no,no,cellular,,1
37,2488,6,1776,55,,single,tertiary,no,yes,no,cellular,mar,1
35,2106,21,1540,22,blue-collar,single,secondary,no,yes,no,cellular,may,1
36,-232,5,732,17,housemaid,married,secondary,no,yes,no,cellular,may,1
37,2020,27,1419,38,retired,married,,no,no,no,cellular,jul,1
28,3531,3,219,46,blue-collar,married,secondary,no,yes,no,cellular,,1
36,3317,24,627,31,blue-collar,married,tertiary,no,no,no,cellular,aug,1
23,-472,17,297,8,blue-collar,single,secondary,no,yes,no,unknown,,1
31,254,5,827,50,housemaid,single,tertiary,no,no,no,,nov,1
56,3398,10,94,39,admin,married,secondary,no,no,no,cellular,,1
41,4808,16,320,6,entrepreneur,,secondary,yes,no,yes,cellular,jul,1
32,479,25,990,7,blue-collar,married,secondary,no,yes,no,cellular,jul,1
60,-106,9,251,24,housemaid,,primary,no,yes,no,unknown,may,1
24,1256,20,414,20,admin,single,,no,yes,no,cellular,may,1
29,18254,18,297,23,blue-collar,single,secondary,no,no,no,cellular,apr,1
51,2037,29,1241,31,blue-collar,married,secondary,no,no,no,cellular,apr,1
56,4370,22,321,22,blue-collar,married,primary,no,no,no,cellular,aug,1
21,9311,9,77,18,blue-collar,single,secondary,no,no,no,cellular,,1
32,1694,13,717,9,blue-collar,single,tertiary,no,yes,no,cellular,may,1
28,-969,9,571,26,entrepreneur,single,secondary,no,no,no,cellular,apr,1
47,332,22,1277,1,entrepreneur,married,,no,no,no,cellular,aug,1
46,2388,29,1328,30,housemaid,married,secondary,no,yes,no,cellular,,1
44,5396,12,208,17,housemaid,divorced,tertiary,no,no,no,cellular,,1
51,11697,24,1118,17,blue-collar,married,tertiary,no,yes,yes,cellular,,1
62,1111,29,46,39,housemaid,married,secondary,no,no,no,cellular,feb,1
46,7982,4,467,1,admin,married,secondary,no,no,no,cellular,aug,1
54,1170,28,878,26,admin,married,secondary,no,no,no,cellular,,1
23,3083,8,1536,12,blue-collar,single,tertiary,no,no,no,cellular,mar,1
36,7108,14,1165,36,retired,single,tertiary,no,no,no,cellular,apr,1
35,6134,9,1167,36,technician,single,secondary,no,yes,no,cellular,may,1
20,3485,19,166,13,housemaid,single,,no,no,no,cellular,apr,1
29,1103,25,245,26,blue-collar,single,tertiary,no,yes,no,unknown,may,1
32,1500,20,525,15,blue-collar,single,tertiary,no,no,no,cellular,feb,1
48,1649,15,233,46,management,divorced,tertiary,no,no,no,,,1
22,821,24,1185,50,entrepreneur,single,secondary,no,no,no,cellular,,1
46,2585,17,2462,38,technician,single,,no,no,no,cellular,,1
46,2915,24,227,38,housemaid,married,secondary,no,no,no,cellular,aug,1
39,619,6,1206,63,entrepreneur,married,secondary,no,yes,yes,cellular,,1
57,3113,14,1178,41,blue-collar,divorced,tertiary,no,no,no,cellular,aug,1
39,148,27,1419,9,admin,married,secondary,no,no,no,,,1
24,7336,30,362,27,housemaid,single,secondary,no,no,yes,cellular,,1
43,-896,5,200,19,entrepreneur,,secondary,no,yes,no,cellular,feb,1
22,4466,3,200,12,entrepreneur,single,secondary,no,no,no,cellular,apr,1
49,-334,28,295,35,entrepreneur,married,secondary,no,no,yes,cellular,jul,1
26,1648,24,701,41,housemaid,single,secondary,no,no,no,cellular,apr,1
75,-121,9,1136,12,entrepreneur,divorced,primary,no,no,no,cellular,,1
31,5059,3,516,63,blue-collar,married,tertiary,no,yes,yes,cellular,,1
56,-634,11,1869,16,blue-collar,married,tertiary,no,no,no,cellular,mar,1
27,3888,28,627,23,entrepreneur,single,,no,no,no,cellular,mar,1
37,6770,31,49,46,housemaid,married,secondary,no,yes,no,cellular,feb,1
37,10150,4,242,23,blue-collar,single,primary,no,yes,no,cellular,may,1
35,3203,8,882,30,entrepreneur,married,tertiary,no,no,no,,jun,1
35,1432,30,2775,3,,divorced,tertiary,no,no,yes,cellular,,1
61,767,28,204,18,entrepreneur,married,tertiary,no,no,no,cellular,,1
33,4688,28,1077,27,admin,married,secondary,no,yes,no,cellular,,1
45,4497,5,1656,33,blue-collar,married,secondary,no,no,no,cellular,,1
27,350,2,982,35,,single,secondary,no,no,no,cellular,apr,1
41,9374,21,368,14,blue-collar,married,,no,no,no,unknown,jun,1
57,-640,18,774,28,,married,,no,no,no,cellular,aug,1
40,380,8,1817,3,blue-collar,single,secondary,no,yes,no,cellular,nov,1
35,-213,31,1467,10,blue-collar,married,tertiary,no,yes,no,cellular,may,1
59,569,16,491,38,blue-collar,divorced,,no,no,yes,cellular,,1
31,4418,13,448,14,retired,married,,no,yes,yes,cellular,jul,1
23,4403,9,772,30,entrepreneur,single,,no,no,no,,,1
44,-1034,7,697,34,entrepreneur,single,primary,no,yes,no,unknown,,1
34,3573,22,246,24,blue-collar,single,tertiary,no,yes,no,cellular,,1
33,881,12,1204,37,housemaid,married,tertiary,no,no,no,cellular,aug,1
